256753577265987584, 400
381199173183340564, 400
387683130649346049, 400
455383178819928074, 400
647755225599574026, 400
715258480906338344, 390, x
766056055318511666, 400
796108491944886352, 400, c, q, d, r, n, l, c, m, a, t, i, s, r, p, t, i, s, t, o, b
862382489803423834, 400
896359827259932702, 400
973199263297318923, 400
999651246782828634, 400
292621946410106880, 400
142750915219292160, 400
803604024346542141, 400
1073654575757787136, 400
749669161386377256, 200
234248229426823168, 200
778684134850953216, 200
292830575956459550, 200
926881300135166012, 200
809439606885449768, 200
726054575169339452, 200
817429912540545045, 200
437157717522644993, 200
701898005598699530, 200
274605342850285568, 200
764142858202120223, 200
778913635824435220, 200
774369189850513451, 200
1171829079708803075, 200
765093038510309386, 200
501643863757160448, 200
1127757630908141618, 200
941439642694193193, 200
313948843085660160, 200
690650812057124974, 200
1177739581542637682, 200
806889539754524713, 200
480308315969159168, 200
738746155940446329, 200
1113590687636656208, 200
217339652963696640, 200
1190639660104429619, 200
689903128807604251, 200
673667181669515284, 200
829337296062906398, 200
1205836120416329748, 200
926864944543170660, 200
1209202505888825462, 200
412672673064288266, 200
525583824273539093, 200
